,land,logged_in,root_shell,is_host_login,is_guest_login,duration,src_bytes,dst_bytes,wrong_fragment,urgent,hot,num_failed_logins,num_compromised,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,count,srv_count,dst_host_count,dst_host_srv_count,success_pred,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,protocol_type_tcp,protocol_type_udp,service_X11,service_Z39_50,service_aol,service_auth,service_bgp,service_courier,service_csnet_ns,service_ctf,service_daytime,service_discard,service_domain,service_domain_u,service_echo,service_eco_i,service_ecr_i,service_efs,service_exec,service_finger,service_ftp,service_ftp_data,service_gopher,service_harvest,service_hostnames,service_http,service_http_2784,service_http_443,service_http_8001,service_imap4,service_iso_tsap,service_klogin,service_kshell,service_ldap,service_link,service_login,service_mtp,service_name,service_netbios_dgm,service_netbios_ns,service_netbios_ssn,service_netstat,service_nnsp,service_nntp,service_ntp_u,service_other,service_pm_dump,service_pop_2,service_pop_3,service_printer,service_private,service_red_i,service_remote_job,service_rje,service_shell,service_smtp,service_sql_net,service_ssh,service_sunrpc,service_supdup,service_systat,service_telnet,service_tftp_u,service_tim_i,service_time,service_urh_i,service_urp_i,service_uucp,service_uucp_path,service_vmnet,service_whois,flag_REJ,flag_RSTO,flag_RSTOS0,flag_RSTR,flag_S0,flag_S1,flag_S2,flag_S3,flag_SF,flag_SH,attack_type_buffer_overflow,attack_type_ftp_write,attack_type_guess_passwd,attack_type_imap,attack_type_ipsweep,attack_type_land,attack_type_loadmodule,attack_type_multihop,attack_type_neptune,attack_type_nmap,attack_type_normal,attack_type_perl,attack_type_phf,attack_type_pod,attack_type_portsweep,attack_type_rootkit,attack_type_satan,attack_type_smurf,attack_type_spy,attack_type_teardrop,attack_type_warezclient,attack_type_warezmaster
dst_host_same_src_port_rate,,-0.16099393806467713,,,,0.2766016807085118,0.0172998740641291,-0.08087903309136987,,,-0.0386975224233656,,-0.0341792066502614,,,,,,,-0.13822841055291796,0.15832685129745022,-0.31301462638770633,-0.06862773431481474,-0.3705011435060295,-0.27597462478938517,-0.2750707307651101,0.03267841018188912,0.029801859076772182,0.27972265761540277,-0.010664297887883117,0.24836551344086635,0.13594629354740295,0.2325671860456357,1.0,0.45886890833142996,-0.27891038909669197,-0.276497009438003,0.03809411296672094,0.027767817521329025,-0.4741636545310704,0.1464510623397682,-0.0058517372327166845,-0.0372037608696834,-0.001913370236313358,-0.03367351869515989,-0.03296093332100064,-0.034766984540442185,-0.028784229204599533,-0.028954342427607454,-0.028924099296084423,-0.02819451305657401,-0.029637275201899876,-0.07618267610003783,-0.0254982738119797,0.5035110131936197,0.27665215264253507,-0.027778900597662384,-0.026951725419754637,-0.043451461068878594,-0.04508130406239991,0.1557313431582795,-0.028138180603278256,-0.0019133702363133618,-0.02580807434487711,-0.1817228324749101,-0.0013529516989364161,-0.029299812848661195,-0.0019133702363133686,-0.029097190995425258,-0.032844821875329513,-0.025567815736001188,-0.020883025296854155,-0.025364936082853676,-0.0267341450075327,-0.02586116971133611,-0.025048818765967422,-0.025652426620572964,-0.023100819772068515,-0.02067393936999528,-0.022054357677497756,-0.02340669297750642,-0.03160749290653207,-0.019701538083995253,0.03089111465824661,0.30469445491970276,-0.002862225658981875,-0.008017817106573762,-0.01079844262797958,-0.006849489018906999,-0.03218435535847877,-0.0027629549563693784,-0.005301681282523545,-0.006944613866646108,-0.003738403976862683,-0.09689984687541914,-0.015984606638366844,-0.019442065752797902,-0.02306127333475273,-0.028697575519194336,-0.026438473169220527,-0.04222139781902786,-0.0018169545880490463,0.009713416705722087,-0.02856245233426989,0.0010271493762991492,-0.006457302182259293,-0.03597101759214998,-0.032413087251045795,-0.030568566095895176,-0.033071373038940595,-0.06928186921461611,-0.03839321881337301,0.032417334204474506,0.2463134066056048,-0.28564407778139933,-0.0055913198648120865,-0.0017114110618966054,0.0013542308380047438,0.2275578450552447,0.1121557573986404,0.026586881902124496,0.0187402489160205,-0.0028613646401130896,0.01566537671741047,0.4037063435935313,0.027079810322703235,0.016062536293946217,0.01365257538276044,-0.3309830463699746,0.2801069992546784,-0.0924444308929356,-0.002290755175631101,-0.002705935618744106,0.05411635395486889,0.28436814177216074,0.002930284898070392,0.06168703364581161,0.2564336682143238,-0.0019133702363133764,0.028958414308707346,0.1285075397789374,0.030651872079879853
dst_host_srv_diff_host_rate,,-0.052831864081815526,,,,-0.03425982009304434,-0.03013448109246957,-0.01524921522170343,,,-0.034278471789949104,,-0.016598403566321723,,,,,,,-0.22777264666237992,-0.061071026695482256,-0.5054929930513504,0.014255234750177771,-0.25801123494494504,-0.19224363619005425,-0.1903315918943254,0.015620936356237687,0.012247160837693848,0.24016964850858522,-0.09559781639115741,0.466022686882346,0.24458323869727022,-0.03742937114596408,0.45886890833142996,1.0,-0.19443311268034572,-0.1930391145008291,0.022421897936353564,0.023267473993850585,-0.25511533059509733,-0.11214341822958701,-0.007727544747164323,-0.026637830356936152,-0.0012787118001245253,0.007454728457576331,-0.024160767914888425,-0.024568078885217275,-0.021154071408469716,-0.018152919219893766,-0.020681071234951564,-0.021017194062967155,-0.017619021106053376,-0.08252162079443282,-0.018868983116170024,0.7545105938646923,-0.029867441093935566,-0.01995091112723429,-0.019722501681374845,0.046198209187208045,-0.03245842749848092,-0.0005264522562919157,-0.015035577785758552,-0.0012787118001245292,-0.019427974479848058,-0.007967038893254928,-0.000904182196207838,-0.02085968195483845,-0.0012787118001245336,-0.0230581528946773,-0.023764028262713222,-0.018847157054958673,-0.015653297474462115,-0.01833808790332239,-0.01609839540829816,-0.018759602369415897,-0.015186799466532367,-0.016244011677079197,-0.018225564418848678,-0.01686622676368273,-0.017227942448411252,-0.01718014875943128,-0.02275166559278516,-0.01557438536543654,-0.007724809368098176,-0.060756760773105906,-0.0020218449549309794,-0.00798796261854228,0.07465348877403133,-0.007512729376192018,-0.12000059238968068,-0.002557484507480759,-0.0043956956657643514,-0.001545439348859808,-0.007291602399708874,-0.05155231983510239,-0.014166416371071822,-0.009662682067606067,-0.017675612140200272,-0.021134570843207683,-0.019785052695979553,0.022610229816569474,-0.0015661019353236723,-0.002557484507480733,-0.018209462929655525,-0.0023771683039376253,-0.018911237914090755,-0.025330877906046545,-0.02379878409668571,-0.022514535049329317,-0.02205595647891535,0.04807828561425081,-0.02295306921138746,-0.008398571847634222,-0.04310771939543433,-0.1884064885945268,-0.0018252283206886257,-0.0008539100482570323,-0.0023651829038681712,0.1633927513652533,-0.014770878388568639,0.004068009482947903,0.007578004821304392,-0.004405167529967374,-0.0029989521217915665,0.7960070506306671,0.04130787603797874,0.014772574218642006,-0.00239229820387808,-0.21834515169006016,0.15928295414992028,-0.05512008226165605,-0.0015661019353236602,-0.0018083859257328897,0.0599127745550795,-0.04786635442524167,-0.0018949593029441933,-0.05387991082872804,-0.04700659569426904,-0.0012787118001245362,-0.027100650686436595,0.05808749782182488,-0.004043930688338335
dst_host_serror_rate,,-0.49147810664592145,,,,-0.07825127846603738,-0.09958408575730404,-0.20882941307030953,,,-0.08573252873759998,,-0.046812181994241295,,,,,,,0.4590463308180707,-0.14679017946525574,0.4109221509401254,-0.5725959586443807,-0.005948619360158168,0.979373082984311,0.9775960119654399,-0.22625746470324293,-0.22646977521683104,-0.7606480292966593,0.05039874588299124,-0.22671454679915906,-0.6392045082743875,-0.01773440763208364,-0.27891038909669197,-0.19443311268034572,1.0,0.9850522227996314,-0.235534832766927,-0.22791382694502638,0.2990917703922681,-0.23156960147888764,-0.013723598711433185,0.09325635097623229,-0.001741990066204197,0.06186799842212503,0.08220825127834923,0.09082996846585659,0.07454236053173718,0.07164188605387146,0.07790869023525186,0.07046709436614679,0.06710833982867634,-0.17768404131419893,0.06332088446886397,-0.12400995006549494,-0.09520907486080893,0.07068478896810547,0.06809499387922523,0.09466039059494485,-0.01458718418370502,-0.04481161078512605,0.0657509496591903,-0.0013388604161158715,0.06490978637715486,-0.3891489728290275,-0.0011684226377444724,0.06939695417952846,-0.001114899499400182,0.07873568332727697,0.08692476992884415,0.07230242759313768,0.05362868706235764,0.06410655739732248,0.06389016226383556,0.06935275906358393,0.06542206170106711,0.06090233507226173,0.0645446301489238,0.05598388398907675,0.06008735199496175,0.0665086228650901,0.08092041834163596,0.06080461367080204,-0.023370494692086043,-0.10402226205481295,-0.003717560583428116,0.020062276103764803,-0.008697386636474782,0.024869258931510187,0.3222622850833118,-0.005096620110240695,0.01844080424712669,0.019738612408350065,0.023349654198382763,-0.12180160873993694,0.04430859755754838,0.05422871322921653,0.06200184017339624,0.07827255983679891,0.07026608803632785,0.09561562056732202,-0.003120967730170084,-0.0050966201102407085,0.06383905652248476,-0.005698239747865495,-0.04431613903085423,0.08700210505798178,0.0835229481646865,0.07958558158378141,0.08492902925916594,-0.18918767451697002,-0.06949020195420412,0.0013246301006006283,-0.08692439764783537,0.9758441112031959,-0.019867984392999492,-0.0119143101982909,-0.008307232220146656,-0.7418139395476417,0.06360706497624496,-0.009870424385237168,-0.005096620110240709,-0.00843837767244951,0.006190397030123189,-0.10967308915640635,0.015902019528108276,-0.005405803419228196,-0.004767432647163239,0.857457194570557,-0.030341538530573527,-0.6518416167164338,-0.003120967730170131,-0.0036037974225093033,-0.01769184277212311,-0.09092414635554866,-0.005698239747865707,-0.08725443615103122,-0.08986871813738478,-0.0005773932992824302,-0.04988182503434795,-0.05157205730230142,-0.007492226062226965
dst_host_srv_serror_rate,,-0.4932639954458706,,,,-0.0779546987220407,-0.09996209871071868,-0.20872865537326513,,,-0.08529454978148215,,-0.05079568832362613,,,,,,,0.4608085374450875,-0.14593339158048402,0.40753165664657404,-0.567593861187122,0.007204975309376658,0.9811389586179897,0.9862517164931046,-0.22498504395991087,-0.2307511153149231,-0.7653220593832233,0.04731886949030762,-0.22702663477384352,-0.6320476354066329,-0.026100872404324484,-0.276497009438003,-0.1930391145008291,0.9850522227996314,1.0,-0.23450812756382738,-0.2329170467613239,0.2975480192203555,-0.2296741621719392,-0.011560547068351587,0.0941934792238535,-0.002489831401346513,0.06202634012470758,0.0831031210079475,0.09187835275697963,0.07523631901820797,0.07286948865496394,0.07865856638028099,0.07120141163092542,0.06827818445027885,-0.1737734890806556,0.06403112383498065,-0.12145661316799017,-0.09887468314687214,0.07159837858195134,0.06865763189475228,0.0931782242668959,-0.01405235000796569,-0.05849787251744324,0.06691783890852829,0.001980491459740607,0.06552659123220267,-0.38436503710181164,-0.001760569679921223,0.07026990094265377,0.0019804914597406683,0.07953649128174305,0.08771714846230924,0.07316744717278681,0.0544425651711751,0.06467877285623985,0.06559847322360965,0.06987246101179981,0.06631978894511006,0.06170335552142402,0.06519897835411897,0.05687895122876095,0.0606236758021564,0.06715014737658352,0.08169898208951655,0.0612785542021596,-0.022834732078046906,-0.10650989287429609,-0.003936815986957427,0.020248344186020523,-0.007182289064804432,0.0257195426732573,0.3278695451381597,-0.0049797813976243666,0.020012050795376688,0.020492680898375783,0.023450674005630504,-0.13918006415943524,0.04478343045122715,0.05487693100597742,0.06257085260728361,0.07999863348922359,0.07095502199867725,0.0940499230347043,-0.0030494203431130594,-0.004979781397624399,0.06477135496303238,-0.005567609058915103,-0.04330020287699447,0.08782500707047915,0.08431632597767286,0.08041292630257804,0.08585264574606598,-0.19517276928645794,-0.06858410605004724,0.012729014799178363,-0.08605917838854908,0.9812093528343018,-0.013145036368752807,-0.016595208269597223,-0.00821627527972482,-0.7456905169135071,0.07357137518256696,-0.00964414743047028,-0.00497978139762447,-0.008146890471633205,0.006303241652306009,-0.10715240164914681,0.009533239187892095,-0.005281876758323966,-0.004658140472951546,0.8617406335522263,-0.025058745173516243,-0.654985445223089,-0.0030494203431130715,-0.0035211812882343443,-0.02498022096933778,-0.08425658772346103,-0.00506779589798794,-0.09734103443722521,-0.09152844137247837,0.00032647200113835245,-0.052768771719665736,-0.0519648335071132,-0.007874100803412798
dst_host_rerror_rate,,-0.27597209668825334,,,,0.15030369653916043,-0.04525049405991686,-0.12073017929223144,,,-0.03599339869999863,,-0.022846633502130467,,,,,,,0.17832560578253245,-0.10213370268579518,0.07192353686222987,-0.25030729632027304,-0.10955785601154228,-0.23181025369079494,-0.23506545175512367,0.9267485035758941,0.9178223356828635,-0.21471497162132563,0.22538771389981432,-0.07679803707857535,-0.2571779585388859,0.4091233726107205,0.03809411296672094,0.022421897936353564,-0.235534832766927,-0.23450812756382738,1.0,0.9246878915781156,0.13725238921025118,-0.092432126863662,-0.005750964576338261,0.025998335890500036,0.010283438679146264,0.009877365737008757,0.026865769220120808,0.01702081577040881,0.019157690814847105,0.023517018389739935,0.008634119518303856,0.022276166828054087,0.01672295522583838,-0.10412169006874465,0.01878962803680227,-0.0748554076214139,-0.04808754747368666,0.018212583170418514,0.020290088211312035,-0.02404177290490423,-0.015142748973837031,-0.0665545583107137,0.024706035719047528,0.009308604359755182,0.02234851939012227,-0.10467236583142073,0.006995736673634797,0.02552369255855479,0.00937359331438121,0.022197610036393162,0.01692736022300629,0.009196489760493717,0.016810141134966847,0.01769409097764842,0.02439287350303647,0.012001775717788224,0.01730988250083447,0.02506230222883726,0.01577812026921338,0.020417472932178934,0.01634249771710249,0.004084713595233161,0.02045262804711304,0.002869783994399367,-0.014122807390706482,0.12916595431503172,0.003106741556349294,0.01702102709339134,-0.003636200721800108,0.008256948366917897,0.1735478380934757,-0.0002620888410870567,0.014866218789239818,0.016893964908036376,0.0054800450805475185,-0.07007911982715141,0.02064533968812489,0.011580562706228896,0.016408322774597094,0.012125718770001041,0.015143228757223764,-0.018520387585695162,-0.0018916885012101891,-0.0027642231832425788,0.019621049963646758,-0.0034538308435469478,-0.026793417891279054,0.02623386055565655,0.022535394215188166,0.020597210059717406,0.018761280915082786,0.8128422251020814,0.2729085022632318,0.007374825687006448,0.270777486495917,-0.23259522478250075,-0.011544816402168737,-0.009384865424413922,-0.0046655545493329426,-0.39471867076879075,-0.017970546732867732,-0.004908641244512376,-0.0030891756952108455,0.05088973813400731,-0.0035392856077309893,0.0019436312548344497,-0.004352310794607023,-0.0032765786294751027,-0.002611737819743113,0.10999922102160674,-0.04245244180560157,-0.2525627247508207,0.0017696909197148609,-0.0021843424009001687,-0.015366564378090924,0.30117223163847107,-0.0013320955534689494,0.24277572593264474,-0.043103882772655075,-0.001544551062800038,0.031797194509574356,-0.03145184115020012,-0.004638014952522242
dst_host_srv_rerror_rate,,-0.2728057413687,,,,0.1710992795769996,-0.04717354539566157,-0.10937939100354631,,,-0.03702259378423581,,-0.02050023375977564,,,,,,,0.16770859115493328,-0.11371186339472064,0.06714288793803962,-0.2528481714371961,-0.10490806099025127,-0.22662032310988856,-0.23314155921117952,0.9644486655034351,0.9702079974522381,-0.21409057713994378,0.27810258135108334,-0.08142515825623545,-0.2581469084844884,0.3850910333164767,0.027767817521329025,0.023267473993850585,-0.22791382694502638,-0.2329170467613239,0.9246878915781156,1.0,0.1792261922185691,-0.13834279806306732,0.008851536151758203,0.024823626588360487,0.010973117748605089,0.014103792281976604,0.02576755793014645,0.015914341784686935,0.019108099289792128,0.024451239473714706,0.011559677441500047,0.023553252752283423,0.015039165803339827,-0.10467137653299677,0.020914077497770127,-0.07315863286504296,-0.05955654826291329,0.017126777983075447,0.019483856119630428,-0.02906071065025782,-0.016709082780573408,-0.078309534700403,0.02312213127223736,0.004736691672197034,0.022530349730525725,-0.10045292893236041,0.0077591351735510974,0.024310025519935323,0.0047366916721970865,0.02127642925247758,0.017003782602435614,0.008464315342193685,0.015854961343890025,0.017320953101934038,0.024279879867219852,0.010414856051205422,0.01878317626693303,0.02673981440989683,0.015935280334475263,0.01956983360293865,0.015074484872857029,0.007081913488325123,0.01946207442296613,0.0027760585872947103,-0.01375435834324526,0.12506314136702187,-0.0023713165379367542,0.01660348319857548,-0.0047509216567124665,0.006057301579899129,0.1867431039646205,-0.0029995402433384355,0.01893098723968425,0.02060592915197192,0.0034844263614941693,-0.0879041559701777,0.020045616974275888,0.013572492219001116,0.014566147020043541,0.012349953182435617,0.01705155059324693,-0.014366495907879044,-0.0018367993105854435,-0.0029995402433384342,0.01708562700019501,-0.0033536145661651625,-0.02608160694287133,0.02509253648928525,0.0216150986316243,0.019865449598924743,0.020215555715980514,0.8290708484836534,0.2672400501898076,0.032467001804841474,0.3601413901795856,-0.23120605798330146,-0.013345691214590767,-0.009169352901629551,-0.004186020330595688,-0.4293204009677073,-0.017449431513405844,-0.004778424954182139,-0.0029995402433384355,0.048744037877323364,-0.003517314592071519,-0.0034624923893177813,-0.004499488969313295,-0.002887509385162601,-0.0028058018398973905,0.102294063615801,-0.04122064271750349,-0.25343015038466393,-0.0018367993105854316,-0.0021209615713628947,-0.015046680185752703,0.3964773175144842,-0.002656338792803872,0.22815178544330267,-0.05513158538199462,-0.0014997344042109075,-0.03178494028677353,-0.03159179140216488,-0.0047429154723954555
protocol_type_tcp,,0.38535046170355197,,,,-0.05332735264909242,0.06688854922860013,0.1622819661402152,,,0.06702042683139613,,0.048358935161487294,,,,,,,-0.04854885122096841,-0.5325171731977457,-0.015614314565113205,-0.10230168859354878,0.2975916685869951,0.30005830404546197,0.30090897526447125,0.17792633549000197,0.17829506816934404,-0.26646802791536534,0.006593831662588462,-0.17334513733989895,-0.2008966598147448,-0.029616876283026866,-0.4741636545310704,-0.25511533059509733,0.2990917703922681,0.2975480192203555,0.13725238921025118,0.1792261922185691,1.0,-0.7718894004864836,0.011466091363751334,0.03952507641147285,0.0018973460274708015,0.04161809960946443,0.035849623831963794,0.03645398976604229,0.031388302937210316,0.03190472065601418,0.0306864676994886,0.031185205032182035,0.0320750447892663,-0.5840183024440284,0.02799770061900779,-0.40819163739095055,-0.3322982401494247,0.02960305986696535,0.0292641470996823,0.05679548596046138,0.056583214106740734,0.11427449463032692,0.03059762554870656,0.00189734602747084,0.028827129144779785,0.3268122769491428,0.0013416209171743818,0.030951489371930936,0.001897346027470802,0.03421356930566383,0.035260943565681546,0.027965315221038678,0.023226282714445382,0.027209961018105373,0.02929511690378527,0.027835402026536647,0.02815907661432215,0.02854270827006983,0.027042999247483546,0.025026020988762415,0.025562732871321246,0.025491816840112026,0.03375880501502469,0.02310919333076647,-0.07674301491866434,-0.18823829995666516,0.0030000032008984066,0.011852498069072976,0.021821550753772588,0.011147349415241956,0.04040724817625878,-0.01673605964735563,0.011852498069072834,0.012445880208254032,0.01081924233876373,0.11821224023024267,0.021020056139728616,0.02368890813294294,0.026226982869836164,0.03135936809823495,0.029356959975157568,0.0656951679029731,-0.010248498212501289,-0.016736059647355847,0.03439911320512719,-0.018711632070358086,-0.14552341161756266,0.037585827050868645,0.035312514094329256,0.033406951927742005,0.03541543478928832,0.1489900581466917,0.05335534805460408,0.01362148100871311,0.06665601373028786,0.29448476610007834,0.025668743777115255,0.015126866893327439,0.009393136157199153,-0.3929160545406751,0.022109574497672774,0.007349206378251111,0.003794782428780441,0.00976916422226014,0.0044498298164622665,-0.30097721230841773,0.00569239959929264,0.00402499055943173,0.003549679836544509,0.3320445101683165,-0.1799136094052982,-0.05312632436235311,0.002323774039866819,0.0026832737853746684,-0.08395357843346408,0.07281505076423185,-0.0026435790290445307,-0.09501028206478264,-0.3076089755606762,0.001897346027470813,-0.17734539741831673,0.040166379928392094,0.006000363667668383
protocol_type_udp,,-0.2974479368615426,,,,0.09206440751674558,-0.05743459808107982,-0.12282694648819026,,,-0.05173235708723444,,-0.03732774946996571,,,,,,,-0.008852878085464904,0.34837567837817457,0.16491574717551397,0.12977272649582625,-0.12080908148471525,-0.23031166359964075,-0.23226844851789435,-0.13730403113394093,-0.1376240732789347,0.18998285704949702,0.005751266008350792,-0.05194225595237529,0.1215321938925485,0.10429804826352566,0.1464510623397682,-0.11214341822958701,-0.23156960147888764,-0.2296741621719392,-0.092432126863662,-0.13834279806306732,-0.7718894004864836,1.0,-0.008850554388689424,-0.03050898753543491,-0.0014645412876598445,-0.03212456995693664,-0.027671944647320548,-0.02813844830585117,-0.024228298336491965,-0.02462691569985905,-0.023686559155606333,-0.02407152921633936,-0.024758387092964233,0.7566087862794277,-0.021611128345806446,-0.07144187536057733,-0.05815898044123108,-0.0228502881332776,-0.022588684960521552,-0.043839833608359295,-0.04367598321445085,-0.08820727115109761,-0.02361798284110084,-0.0014645412876598488,-0.02225135543331055,-0.25226293252589677,-0.0010355829654378546,-0.023891126575463863,-0.0014645412876598551,-0.0264090914998517,-0.0272175485895021,-0.02158613040038387,-0.01792812143998311,-0.02100308049752611,-0.02261259022404478,-0.021485851782563525,-0.021735692766081855,-0.022031813974845386,-0.020874204476497092,-0.01931732033757821,-0.019731602550840242,-0.019676863218025125,-0.026058063764187085,-0.01783774138581165,0.0994222940103825,0.26412893609146815,-0.0023156706721990297,-0.009148817628803834,-0.016843823729014943,-0.008604520857144467,0.04467926135063298,-0.002929152333927967,-0.009148817628803657,-0.00960684301247569,-0.008351258482586395,-0.09124677524148567,-0.016225158531887194,-0.018285217096916405,-0.020244330083967244,-0.024205963840980928,-0.022660326235329868,-0.05070940376748483,0.013277158885770917,-0.0029291523339279465,-0.026552310869172705,-0.0032749178662942434,-0.025469569884574942,-0.029012101509083826,-0.027257355333942163,-0.02578647209558599,-0.027336798727472095,-0.1150038466612972,-0.041184427622615136,-0.010514276809553509,-0.05145107047709057,-0.22730966955739498,-0.019813431245358715,-0.011676268217529413,-0.007250462237068561,0.30328773778091794,-0.017066146204019927,-0.005672774505359567,-0.0029291523339279525,-0.00754071431477431,-0.0034347764692960604,-0.06303304036989302,-0.004393902914027495,-0.0031068475498835127,-0.0027399602409493304,-0.2563016378886466,0.015700259114042766,0.21718441777830028,-0.0017936965504988492,-0.0020711905935340024,-0.014693591286813867,-0.05672873882469376,0.004979958976979612,0.14423072417192795,-0.053837854769063255,-0.0014645412876598577,0.22975493290430335,-0.031004002922638014,-0.004631617114137412
service_X11,,0.010867765770845632,,,,0.011867665148117395,0.1175996853494994,0.0860835339546885,,,-0.00245157737187363,,-0.0024454481631025283,,,,,,,-0.014379768495325919,-0.008813966767852378,-0.013741716542453526,-0.02316302706834316,-0.02174133327615467,-0.013008991864492576,-0.011896019592871312,0.005191327060286335,0.007800501206189987,0.012764673291779407,0.012635614068379286,-0.009019233251842357,-0.012020719281825699,0.0056126520100652855,-0.0058517372327166845,-0.007727544747164323,-0.013723598711433185,-0.011560547068351587,-0.005750964576338261,0.008851536151758203,0.011466091363751334,-0.008850554388689424,1.0,-0.0019987314688413435,-9.594630944941923e-05,-0.0021045729171232297,-0.0018128686344113432,-0.0018434306300053422,-0.0015872654661312064,-0.0016133800353958952,-0.0015517745752098892,-0.0015769950704510025,-0.0016219931042611197,-0.006696407213926331,-0.0014158071372169913,-0.004680362608243914,-0.0038101619815671495,-0.001496988056749813,-0.001479849680947319,-0.0028720735134205007,-0.002861339203142026,-0.005778711877133247,-0.001547281943730072,-9.594630944941938e-05,-0.0014577502539957288,-0.016526469817332464,-6.784401675777465e-05,-0.0015651763748957615,-9.594630944941992e-05,-0.0017301354947605895,-0.0017830998425422354,-0.001414169449957927,-0.0011745227683378364,-0.0013759721748962178,-0.0014814157834742807,-0.0014075999094625322,-0.0014239677104387095,-0.0014433674619990905,-0.0013675291363158446,-0.001265533181249059,-0.0012926739998575531,-0.0012890878688214618,-0.00170713865879899,-0.0011686017111995845,-0.000879942420587164,-0.004558796571450328,-0.00015170624192695553,-0.0005993653403326676,-0.0011034873085741716,-0.0005637068942881818,-0.011031562202994102,-0.00019189718898577842,-0.0005993653403326639,-0.0006293718997706051,-0.0005471149481505185,-0.005977838526881012,-0.0010629567732117664,-0.0011979171312635538,-0.0013262642543428016,-0.0015858022691318076,-0.0014845431067865482,-0.003322118800518516,-0.00011751021684578423,-0.00019189718898577826,-0.00173951820731631,-0.00021454928288363136,-0.0016685847331717738,-0.001900666162588224,-0.0017857076967915035,-0.0016893459079225738,-0.0017909122618546456,0.01098478132438425,-0.0026981102345639703,-0.000688820496155622,-0.0009681107299717253,-0.013416975033392996,0.010975738257638515,-0.0007649458933339862,-0.000474998621964865,0.005758606463478064,-0.0011180522929580884,-0.00037163976373632467,-0.00019189718898577756,-0.0004940138698793898,-0.00022502207946573723,-0.00412947565754945,-0.0002878572097845068,-0.00020353851335225756,-0.000179502671158752,-0.01679105701454866,-0.002637112631925282,0.018500103569881472,-0.00011751021684578439,-0.00013568964923718198,-0.0009626194006319786,-0.003716462742164449,-0.00021454928288362646,0.007676477524145443,-0.0035270726180886124,-9.594630944942007e-05,-0.002033458529739255,-0.002031161349735162,-0.00030343055032221834
service_Z39_50,,-0.06717302957957866,,,,-0.010648490270157063,-0.013922356760522142,-0.029283596564112006,,,-0.011682781159983856,,-0.008429771091174975,,,,,,,0.09353401809150749,-0.019374510631031544,0.06077088766648151,-0.0786443840178995,-0.027083361622890392,0.09292495287335531,0.09316540394714519,0.024790852625147502,0.0242604735862582,-0.11222857884021177,0.0029150985328141804,-0.031090445047294194,-0.0885943380543721,-0.00276965937505775,-0.0372037608696834,-0.026637830356936152,0.09325635097623229,0.0941934792238535,0.025998335890500036,0.024823626588360487,0.03952507641147285,-0.03050898753543491,-0.0019987314688413435,1.0,-0.00033073914135864927,-0.007254730729408508,-0.006249188936832985,-0.006354540025780121,-0.005471506099494546,-0.0055615263437866855,-0.005349164480971301,-0.005436102738300445,-0.005591216688493856,-0.023083368029798677,-0.004880467415367027,-0.016133805658401442,-0.013134113333304036,-0.0051603083782458216,-0.005101230215367768,-0.009900402977442147,-0.009863400443577688,-0.01991995539348707,-0.005333677808408314,-0.00033073914135865024,-0.0050250506777031615,-0.05696884505970288,-0.00023386696140321474,-0.005395362190359042,-0.0003307391413586512,-0.005963997273630781,-0.006146572122089637,-0.004874822098929371,-0.004048729483556034,-0.004743151229787467,-0.005106628770122251,-0.004852176056626673,-0.004908597949994474,-0.004975471362952973,-0.00471404700111463,-0.0043624539612736905,-0.004456011817681707,-0.004443649967533557,-0.005884724252880251,-0.004028318845928778,-0.003033273528707058,-0.01571475205583734,-0.000522950726105025,-0.0020660886193467334,-0.003803861211883338,-0.0019431694169864439,-0.038027199084571216,-0.0006614940363887019,-0.002066088619346754,-0.002169525049164423,-0.0018859748667163024,-0.020606370301336586,-0.00366414729749208,-0.004129372830351622,-0.004571801700484107,-0.005466462273192009,-0.0051174090516461586,-0.0114517663668369,-0.0004050726749519535,-0.0006614940363887083,-0.005996340678104414,-0.0007395786873642698,-0.005751823963842363,-0.006551838191913886,-0.006155561727631951,-0.005823390375829209,-0.006173502525876431,0.034848104206690864,-0.009300729412017004,-0.002374451927917626,-0.007410973705268068,0.09396470996403364,-0.004474491291351455,-0.002636865861739986,-0.0016373807109071586,-0.10059420060521135,-0.0017757105923571779,-0.0012810895703881692,-0.0006614940363887092,-0.0017029286908561406,-0.0007756797502302414,-0.014234828218790156,-0.0009922804425137083,-0.0007016231632654098,-0.0006187685557820343,0.11677784256242672,-0.008200654723634508,-0.08895946611646835,-0.0004050726749519565,-0.0004677394924045676,-0.0033182716025992576,-0.00770099566185994,-0.0007395786873642691,-0.013153124435224628,-0.012158268263890269,-0.00033073914135865214,-0.007009590384181868,-0.0070016717123075585,-0.0010459637296259174
